feature,estimate,p,q
Gene_1142,-0.41102182586662805,2.2333821779794063e-17,4.7434665726996245e-17
Gene_1143,-0.4275832517988004,2.4873580304637183e-12,3.759231280297811e-12
Gene_1144,-0.4551705310711738,4.96994107780864e-6,5.578979694453103e-6
Gene_1145,-0.37425334295015544,7.975418870964278e-8,9.637968424126015e-8
Gene_1146,-0.48349727903671486,9.242881038389325e-10,1.2188414556117791e-9
Gene_1147,-0.4232559491361836,8.942726917152628e-7,1.0338412620985698e-6
Gene_1148,-0.29405470598593175,0.0016748293238076472,0.0017177736654437406
Gene_1149,-0.5322363159251793,9.148913272735502e-35,4.51798186307926e-34
Gene_1150,-0.42908705278108744,6.203301222910615e-18,1.370895297880799e-17
Gene_1151,-0.45709480176645256,1.3614253881003194e-27,5.3042547588324134e-27
Gene_1152,-0.42654376978592073,1.482702276611852e-14,2.582409102414882e-14
Gene_1153,-0.4554694015365436,2.1339825966162585e-16,4.2397005230786593e-16
Gene_1154,-0.42267843407251443,5.950309735272382e-11,8.370892945283538e-11
Gene_1155,-0.5240944424493248,7.431444449225428e-21,1.9685945560862062e-20
Gene_1156,-0.324002698818159,3.488628767749071e-7,4.1123325356570583e-7
Gene_1157,-0.3522955758595039,1.851076135446944e-7,2.210240161727694e-7
Gene_1158,-0.39294740675846895,9.96012788130303e-10,1.3119817187226824e-9
Gene_1159,-0.4190192369247291,0,0
Gene_1160,-0.36121838724986405,0.002009142331926145,0.002051890041116063
Gene_1161,-0.4626568766335683,2.8996537578098676e-17,6.115262758122743e-17
Gene_1162,-0.4085237053538963,7.46538270051983e-20,1.8820292522318899e-19
Gene_1163,-0.3029297674725336,0,0
Gene_1164,-0.3586241051446971,6.19446368076959e-5,6.59570223329504e-5
Gene_1165,-0.40914069520472507,2.55871042915298e-10,3.4538273509376556e-10
Gene_1166,-0.34502700927664426,3.303532463844997e-10,4.4442140769215206e-10
Gene_1167,-0.476324296095509,8.226819989230324e-17,1.6789428549449642e-16
Gene_1168,-0.3826199680950767,2.081127635312306e-12,3.161206534651604e-12
Gene_1169,-0.39669303519037385,2.2771467957993395e-26,8.305702598660205e-26
Gene_1170,-0.3394931406057632,0.01040699019840704,0.01048563244171994
Gene_1171,-0.23208234893863863,0,0
Gene_1172,-0.32613458332490897,0.0012519276985213663,0.0012884333089413717
Gene_1173,-0.4035291439147727,2.763146237693987e-10,3.7255904328458255e-10
Gene_1174,-0.3713929228543882,1.7793126455850036e-22,5.382500331223959e-22
Gene_1175,-0.2934694088472492,5.679094811959585e-7,6.648696365220977e-7
Gene_1176,-0.44231751552819537,3.7884557717864096e-17,7.878937480318358e-17
Gene_1177,-0.451294115659422,3.5222554694577327e-19,8.5044397652903e-19
Gene_1178,-0.328925280360736,1.1080332288328802e-8,1.3937524890979623e-8
Gene_1179,-0.4006300017718278,8.487340422523383e-9,1.075481362938549e-8
Gene_1180,-0.4164931873893082,2.407047506616375e-12,3.6424426329629885e-12
Gene_1181,-0.4352498034498903,7.391047632309593e-20,1.8672120334255814e-19
Gene_1182,-0.3378441270394689,2.638714570399206e-16,5.225177367127141e-16
Gene_1183,-0.33771930206162404,1.2629474851489144e-8,1.5770416047645132e-8
Gene_1184,-0.4106723077576018,2.7651181881198925e-4,2.895411715308788e-4
Gene_1185,-0.5091960361839406,5.321007738656241e-6,5.96748531438083e-6
Gene_1186,-0.3852785455991601,3.1493349994835537e-12,4.735842104486547e-12
Gene_1187,-0.4008020372465402,1.8957024331377713e-6,2.168582382998404e-6
Gene_1188,-0.38154151354901356,7.740043549676429e-25,2.676672120925566e-24
Gene_1189,-0.463287245551626,1.7939387454061618e-9,2.3373794728419047e-9
Gene_1190,-0.3989443795312976,3.5675111110264253e-10,4.788605518156275e-10
Gene_1191,-0.3139091861850361,1.460767256192095e-5,1.5979222492529755e-5
Gene_1192,-0.4498479825218842,1.5048527049535859e-15,2.8215988217879735e-15
Gene_1193,-0.30792235363905635,3.3902447470191726e-6,3.819994081148364e-6
Gene_1194,-0.3906930459093866,0.002540659059319023,0.0025815333371573476
Gene_1195,-0.38182038171524707,4.881808630114424e-5,5.235183517548981e-5
Gene_1196,-0.5508560765089733,0,0
Gene_1197,-0.39614171594008984,4.3682770396911524e-23,1.3650865749034851e-22
Gene_1198,-0.4110727277761042,7.469341847000548e-13,1.1625434781323811e-12
Gene_1199,-0.3824947486994681,3.801831453093065e-33,1.761466310313389e-32
Gene_1200,-0.5535370929779857,9.953880610602992e-7,1.1496300993959182e-6
